Facility Name,Address 1,Address 2,Address 3,City,State,Zip Code,Phone,Fax,,,,
UPMC Imaging Lemoyne,110 Lowther Street,,,Lemoyne,PA,17043,717230-3700,717703-1111,,,,
UPMC Imaging Linglestown,2808 Old Post Rd.,Linglestown Office,,Harrisburg,PA,17110,717230-3700,717737-4511,,,,
UPMC Imaging Services at South Hanover,2201 Brunswick Drive,Suite 1100,,Hanover,PA,17331,717316-3500,717316-3550,,,,
UPMC Imaging Union Deposit,4518 Union Deposit Rd,,,Harrisburg,PA,17111,717230-3700,717652-9522,,,,
UPMC Jameson,26 Nesbitt Road,Suite 300,,New Castle,PA,16105,724656-6036,724656-6008,,,,
UPMC Kane,4372 Route  6,,,Kane,PA,16735,814837-4580,814837-4567,,,,
UPMC Lititz,1500 Highlands Dr,,,Lititz,PA,17543,717230-3700,717625-5519,,,,
UPMC Lititz-Lancaster Breast Imaging,2170 Noll Dr., Ste. 200,,,Lancaster,PA,17603,717230-3700,717291-2151,,,
UPMC Lock Haven,24 Cree Dr.,,,Lock Haven,PA,17745,570893-5501,570893-5147,,,,
UPMC Magee Womens Imaging Hampton,4490 Mount Royal Blvd Suite 3100,,,Allison Park,PA,15101,800649-4077,412641-3390,,,,
UPMC Magee Womens Imaging Lemieux,8000 Cranberry Springs Drive Suite 100,,,Cranberry Twp,PA,16066,800649-4077,724772-5477,,,,
UPMC Muncy,215 E Water St FL 1,,,Muncy,PA,17756,570321-2545,570546-4217,,,,
UPMC Northwest,100 Fairfield Drive,,,Seneca,PA,16346,814677-75503,814676-7950,,,,
UPMC Northwest  Magee Womens Specialty-Clarion,1008 South Fifth Avenue,,,Clarion,PA,16214,814677-75503,814676-7950,,,,
UPMC Northwest Magee Womens Specialty-Franklin,1310 Liberty St,,,Franklin,PA,16323,814432-3163,814676-7950,,,,
UPMC OP Imaging Services at Whiteford Rd,2860 Whiteford Rd,,,York,PA,17402,717230-3700,717850-4174,,,,
UPMC Outpatient Center,416 S. Main Street,Suite 3,,Mansfield,PA,16933-1510,570662-1910,570662-1941,,,,
UPMC Pinnacle at Newport,300 Bretz Dr.,,,Newport,PA,17074,717230-3700,717703-1111,,,,
UPMC Pinnacle Community Osteopathic,4300 Londonderry Rd,Suite 203- MSP,,Harrisburg,PA,17109,717230-3700,717703-1111,,,,
UPMC Pinnacle Dillsburg,1 Trinity Dr. E, Ste 130,,,Dillsburg,PA,17019,717230-3700,717703-1111,,,
UPMC Pinnacle Fredericksen Outpatient Center,2015 Technology Pkwy.,,,Mechanicsburg,PA,17055,717230-3700,717703-1111,,,,
UPMC Pinnacle Hanover,300 Highland Avenue,,,Hanover,PA,17331,717316-3437,717316-3550,,,,
UPMC Pinnacle Harrisburg,111 S Front St,,,Harrisburg,PA,17101,717230-3700,717703-1111,,,,
UPMC Pinnacle Lebanon Valley,1251 East Main Street,,,Annville,PA,17003,717230-3700,717724-6721,,,,
UPMC Pinnacle Millersburg,1000 Evelyn Drive,,,Millersburg,PA,17061,717230-3700,717703-1111,,,,
UPMC Somerset Hospital,225 South Center Ave.,,,Somerset,PA,15501,814443-5096,814443-5309,,,,
UPMC Specialty Care Horizon,875 N Hermitage Rd,,,Hermitage,PA,16148,724347-4844,724347-4654,,,,
UPMC Wellsboro,32 - 36 Central Ave,,,Wellsboro,PA,16901,570723-0165,570723-0188,,,,
UPMC Western Maryland,12500 Willowbrook Rd SW,,,Cumberland,MD,21502,301268-4003,240964-8110,,,,
Upper Connecticut Valley Hospital,181 Corliss Ln,,,Colebrook,NH,3576,603388-4231,603388-4141,,,,
Upper Valley Medical Center,3130 N County Rd 25A,,,Troy,OH,45373,937440-7111,937641-2336,,,,
Upson Regional Medical Center,801 W. Gordon Street,,,Thomaston,GA,30286,706647-81111114,706647-9370,,,,
UR Women's Imaging and Breast Center,7309 Seneca Rd. N,Suite 113 Enterance E,,Hornell,NY,14843,607247-2501,607385-3164,,,,
Urban Health Plan, Inc,1065 Southern Boulevard,,,Bronx,NY,10459,718589-4755,718589-4793,,,
Urban Radiology PC,2809 Ocean Pkwy.,,,Brooklyn,NY,11235,718332-6401,718332-6411,,,,
USA Children's and Women's Hospital Breast Center,1601 Center Street,Clinic 2 G,,Mobile,AL,36604,251415-1660,251415-1016,,,,
USA Health West Mobile Imaging Center,181 Hillcrest Road,,,Mobile,AL,36575,251415-1660,251660-6333,,,,
USAF Academy Mammography Department,4102 Pinion Dr.,10MDG/MSGS/SGCR,,USAF Academy,CO,80840-5300,719333-5438,719333-0507,,,,
USAF Hospital Langley,633 SGCS/SGCR,77 Nealy Avenue,,Langley AFB,VA,23665,757764-6947,757225-5874,,,,
USC Norris Cancer Hospital-Norris Healthcare Center 3,1516 San Pablo St, 3rd. floor,,,Los Angeles,CA,90033,323865-3463,323865-0114,,,
USC Verdugo Hills Hospital Breast Healthcare Center,1818 Verdugo Blvd., Ste. 103,,,Glendale,CA,91208,818952-2267,818952-4611,,,
USMD - Imaging Center at Clearfork,5450 Clearfork Main Street,Suite 110,,Fort Worth,TX,76109,817505-1777,817510-3690,,,,
USPH Lawton Indian Hospital,1515 NE Lawrie Tatum Rd,,,Lawton,OK,73501,580354-5575,580354-5578,,,,
USPHS Clinton Indian Health Center,10321 N 2274 Rd,,,Clinton,OK,73601,580331-3367,580331-3558,,,,
UT Health Austin,1601 Trinity St,stop Z0200,,Austin,TX,78712-1850,512495-5300,512495-5680,,,,
UT Health East Texas Tyler Regional Hospital,700 Olympic Plaza Cir, Ste 101,,,Tyler,TX,75701,903596-3164,903596-3168,,,
UT M.D. Anderson Cancer Center,1515 Holcombe Blvd,PO Box 301439,,Houston,TX,77030,713745-5170,713745-3262,,,,
UT MD Anderson Cancer Center MOBILE,1515 Holcombe Ave,Box 301439,,Houston,TX,77030-3721,713745-4000,713745-4055,,,,
UT Southwestern Medical Center at Red Bird,3450 W. Camp Wisdom Rd.,,,Dallas,TX,75237,214645-9729,214964-0685,,,,
UT Southwestern Medical University Hospital Breast Imaging,6202 Harry Hines Blvd.,MC 8585,,Dallas,TX,75390,214645-9729,214645-2551,,,,
Utah Valley Hospital,1034 N. 500 W.,,,Provo,UT,84604,801357-3165,801357-3101,,,,
UTMB / TDCJ Managed Care,dba Gatesville Unit Breast Imaging Cntr,1401 State School Road,,Gatesville,TX,76599,254865-84315351,254248-1071,,,,
UTMB League City Campus,dba UTMB Health League City Campus,2240 Gulf Freeway,,League City,TX,77573,832505-1700,281309-0147,,,,
UVA Health Haymarket Medical Center,15225 Heathcote Boulevard,,,Haymarket,VA,20169,703369-8073,703369-8675,,,,
UVA Health Prince William Medical Center,8700 Sudley Rd,,,Manassas,VA,20110,703369-8073,703369-8675,,,,
UVA Outpatient Imaging Culpeper,509 Main Street,,,Culpeper,VA,22701,540321-3190,540321-3191,,,,
Uvalde Memorial Hospital,1025 Garner Field Rd,,,Uvalde,TX,78801,830278-62511518,830278-7145,,,,
UVM Health Network/Elizabethtown Comm.Hosp./Moses Ludington,101 Adirondack Drive Suite 1,,,Ticonderoga,NY,12883,518585-3758,518585-3845,,,,
UVM Medical Ctr.- South Prospect St. Campus,1 S Prospect St,,,Burlington,VT,5401,802847-2446,802847-8493,,,,
UVMHN-Elizabethtown Community Hospital,75 Park St,,,Elizabethtown,NY,12932,518873-3036,518873-9192,,,,
UVMHN/Porter Medical Center,115 Porter Dr,,,Middlebury,VT,5753,802388-4757,802388-8821,,,,
UW Health DeForest - Windsor,4131 Meridian Dr,,,Windsor,WI,53598,608287-2060,608846-7898,,,,
UW Health Odana Rd. Clinic,5618 Odana Rd,,,Madison,WI,53719,608287-2050,608287-2343,,,,
UW Health Yahara,1050 E Broadway,,,Monona,WI,53716,608222-8779,608222-8944,,,,
UW Medical Center- Northwest Breast Imaging Clinic,1560 N 115th St. Ste 104,,,Seattle,WA,98133,206668-1749,206668-1790,,,,
UW/VMC The Breast Center,4033 Talbot Road S, Ste. 470,,,Renton,WA,98055,425690-3688,425690-9688,,,
UW/VMC The Breast Center at Covington Clinic North,16850 SE 272ND STREET, SUITE 250,,,Covington,WA,98042,425690-3688,425690-9688,,,
Vail Health  The Sonnenalp Breast Center,322 Beard Creek Rd.,,,Edwards,CO,81632,970569-76907695,970470-1141,,,,
Vail Health Breast Imaging Clinic Dillon,365 Dillon Ridge Road Suite 1200,,,Dillon,CO,80435,970569-7417,970470-6681,,,,
Val Verde Regional Medical Center,801 North Bedell Ave.,,,Del Rio,TX,78840,830703-1743,830774-4599,,,,
Valatie Medical Imaging affiliate of Columbia Memorial Hosp,1301 River St, Ste 104,,,Valatie,NY,12184,518758-7786,518758-7840,,,
Valley Baptist Medical Center-Brownsville,1040 W. JEFFERSON ST.,,,BROWNSVILLE,TX,78520,956698-5412,956546-3643,,,,
Valley Baptist Outpatient Imaging Center-Brownsville,5700 N. Expressway 83, Suite 109,,,Brownsville,TX,78526,956698-4910,956350-8716,,,
Valley Breast Care and Women's Health Center,15211 Vanowen St., Ste. 202,,,Van Nuys,CA,91405,818782-4232,818782-4802,,,
Valley Breast Care At Olympia,5901 W Olympic Blvd suite 105,,,Los Angeles,CA,90036,323879-9792,323938-1089,,,,
Valley Center for Health and Wellness,1400 MacArthur Boulevard,,,Mahwah,NJ,7430,201447-8200,201316-8453,,,,
Valley County Health System,2707 L St,,,Ord,NE,68862,308728-4278,308728-7699,,,,
Valley Health Center At Bascom,750 So. Bascom Ave,,,San Jose,CA,95128,408885-6350,408885-6360,,,,
Valley Health Center at Downtown,777 Santa Clara Street,,,San Jose,CA,95112,408885-6350,408885-6360,,,,
Valley Health Center at East Valley,1993 McKee Rd,,,San Jose,CA,95116,408885-6350,408885-6360,,,,
Valley Health Center at Gilroy,7475 Camino Arroyo,,,Gilroy,CA,95020,408885-6350,408885-6360,,,,
Valley Health Center of Milpitas,143 N. Main St.,,,Milpitas,CA,95035,408885-6350,408885-6360,,,,
Valley Health Spring Mills Imaging Center,120 Campus Drive,Suite 121,,Martinsburg,WV,25404,540536-8988,681247-1271,,,,
Valley Imaging Partners,LLC,140 Grandview Ave,Suite 204,,Waterbury,CT,6708,203756-8911,203574-3298,,,
Valley Medical Group Breast Health Center,385 South Maple Ave.,,,Glen Rock,NJ,7452,201670-4550,201670-6318,,,,
Valley Medical Group Easthampton Health Ctr,238 Northampton St,,,Easthampton,MA,1027,413772-3352,413775-4699,,,,
Valley Medical Group Greenfield Health Center,329 Conway St,,,Greenfield,MA,1301,413774-3308,413775-4699,,,,
Valley MRI and Radiology Inc,3031 W March Ln,336,,Stockton,CA,95219,209952-9300,209952-9191,,,,
Valley MRI and Radiology, INC.,801 S. Ham ln,,,Lodi,CA,95242,209467-1000,209467-7335,,,
Valley Native Primary Care Center,1001 Knik Goose Bay Rd.,,,Wasilla,AK,99654,907631-7661,907631-7621,,,,
Valley Radiologists, Ltd Palm Valley,13555 W McDowell Rd,Ste 106,,Goodyear,AZ,85395,623847-2000,623842-5936,,,
Valley Radiology,169 Rawls Road,,,Angier,NC,27501,919331-2001,919331-2003,,,,
Valley Radiology Imaging,125 Ciro Ave Ste. 220,,,San Jose,CA,95128,408272-2873,408272-7784,,,,
Valley Radiology Imaging,2323 McKee Road Suite 40,,,San Jose,CA,95116,408964-1005,408964-1038,,,,
Valley Radiology Sunnyvale RadNet Inc,696 W. El Camino Real,,,Sunnyvale,CA,94087,650967-1331,650691-6794,,,,
Valley Regional Hospital,243 Elm Street,,,Claremont,NH,3743,603542-3478,603542-1820,,,,
Valley Regional Medical Center,100-A Alton Gloor Blvd.,,,Brownsville,TX,78521,956350-7525,956350-7526,,,,
Valley View Hospital,1906 Blake Avenue,,,Glenwood Springs,CO,81601,970384-7640,970384-8165,,,,
Valley View Medical Center,5330 Hwy 95,,,Fort Mohave,AZ,86426,928788-7228,928788-4919,,,,
Valley West Hospital,1302 N Main St,,,Sandwich,IL,60548,815981-71307093,815981-7375,,,,
Valley Women's Clinic,601 E Sesame Dr,,,Harlingen,TX,78550,956423-4030,956423-9188,,,,
Valley Womens Imaging,2809 Olive Hwy Ste 120,,,Oroville,CA,95966,530532-8676,530538-3272,,,,
Valleywise Community Health Center-Avondale,950 E Van Buren St,,,Avondale,AZ,85323,602344-1300,602344-1313,,,,
Valleywise Comprehensive Health Center-Peoria,8088 West Whitney Drive,,,Peoria,AZ,85345,602344-1300,602655-9553,,,,
Valleywise Health-Mesa,950 East Main St,,,Mesa,AZ,85203,602344-1300,602344-1313,,,,
Valleywise Helath,2525 E Roosevelt St,,,Phoenix,AZ,85008,602344-1300,602344-1313,,,,
Van Buren County Hospital and Clinics,304 Franklin St.,,,Keosauqua,IA,52565,319293-8721,319293-6281,,,,
Van Dyke Haebler Center for Womens Imaging,2323 N Lake Dr,,,Milwaukee,WI,53211,414326-1800,414326-1802,,,,
Van Wert County Hospital,140 Fox Rd Ste 106,,,Van Wert,OH,45891,419238-8630,419238-8652,,,,
Vanderbilt Bedford Hospital,2835 Hwy. 231 N,,,Shelbyville,TN,37160,931685-8305,931685-8306,,,,
Vanderbilt Breast Center at TVC,1301 Medical Ctr Dr. Ste 1638 B,,,Nashville,TN,37232,615322-8651,615936-2590,,,,
Vanderbilt Coffee Hospital, LLC,1801 N. Jackson St.,,,Tullahoma,TN,37388,931461-4800,931461-4900,,,
Vanderbilt Franklin Womens Ctr,4155 Carothers Pky.,,,Franklin,TN,37067,615322-2064,615343-0746,,,,
Vanderbilt Health at Pleasant View,6540 Hwy 41-A,,,Pleasant View,TN,37146,615322-2064,615936-2590,,,,
Vanderbilt Health One Hundred Oaks Breast Center,719 Thompson Lane, Suite 25000,,,Nashville,TN,37204,615322-2064,615343-0746,,,
Vanderbilt Wilson County Hospital,1411 Baddour Pkwy.,,,Lebanon,TN,37087,615449-8621,615443-2549,,,,
Vassar Brothers Medical Center,21 Reade Place,Dyson Breast Imaging, Suite 2300,,Poughkeepsie,NY,12601,845790-8855,845483-6566,,,
Vaughan Regional Medical Center LLC,1015 Medical Center Pkwy,,,Selma,AL,36701,334418-4199,334418-3545,,,,
VCU Health at Adult Outpatient Pavilion - Breast Imaging,1001 E. Leigh St.,6th Floor - Breast Imaging,,Richmond,VA,23219-0615,804237-6666,804237-6663,,,,
VCU Health at Greengate - Breast Imaging,3400 Haydenpark Lane,Greengate MOB 1, 3rd floor Suite 302,,Henrico,VA,23233,804237-6666,804806-7598,,,
VCU Health at Nelson Clinic - Breast Imaging,401 North 11th St,Third Floor, Room 300,,Richmond,VA,23298-0615,804237-6666,804237-6663,,,
VCU Health at Stony Point -  Breast Imaging,9000 Stony Point Parkway,,,Richmond,VA,23235,804237-6666,804237-6663,,,,
VCU Health Community Memorial Hospital,1755 North Mecklenburg Avenue,,,South Hill,VA,23970,434584-5219,434584-5215,,,,
VCU Health Tappahannock Hospital,618 Hospital Rd.,,,Tappahannock,VA,22560,804443-6044,804443-6045,,,,
Vega Alta Radiology,1 Calle Marginal Ste 103,,,Vega Alta,PR,00692-6797,787270-0520,787270-0530,,,,
Vega Baja Imaging LLC/dba/ Vega Baja Radiology,3998 Carr  2 Ste 2,,,Vega Baja,PR,693,787855-2687,787858-8299,,,,
Ventura County Medical Center,300 Hillmont Avenue,,,Ventura,CA,93003,805652-6289,805652-3399,,,,
Vermillion Medical Clinic,101 S Plum St.,,,Vermillion,SD,57069,605624-8643224,605624-2362,,,,
Vernon Imaging,35 Talcottville Road,Suite 4,,Vernon,CT,6066,203694-8405,203694-7756,,,,
Vernon Memorial Hospital,507 S Main,,,Viroqua,WI,54665,608637-4350,608637-4283,,,,
Vero Radiology Associates,3725 11th Circle,,,Vero Beach,FL,32960,772562-01638295,772562-1505,,,,
Veterans Memorial Hospital,40 1st Street SE,,,Waukon,IA,52172,563568-5500,563568-5573,,,,
VHS Harlingen Hosp Comp dba Valley Baptist Med Ctr Harlingen,2101 Pease Street,,,Harlingen,TX,78550,956389-6709,956389-6704,,,,
VHS, Sinai-Grace Hospital Inc,6001 W Outer Dr., Ste. 206,Professional Building,,Detroit,MI,48235,313966-6060,313966-3641,,
Via Christi Hospital Manhattan, Inc,1133 College Ave. Bldg. G Ste. 130,,,Manhattan,KS,66502,785565-4707,785532-9036,,,
Victor Valley Global Medical Center,15203 Eleventh St., Ste. G,,,Victorville,CA,92395,760245-4555,760245-4231,,,
Victor Valley Womens Center,12276 Hesperia Rd,Suite 5,,Victorville,CA,92395,760951-2867,760951-7473,,,,
Victoria of Texas, L.P. dba DeTar Healthcare System,115 Medical Dr Ste 107,,,Victoria,TX,77904,361788-2512,361788-2649,,,
Vidant Bertie Hospital,1403 S. King Street,,,Windsor,NC,27983,252794-6659,252794-6642,,,,
Vidant Duplin Hospital,401 N. Main St.,,,Kenansville,NC,28349-0278,910296-2665,910296-8826,,,,
Vidant Edgecombe Hospital,111 Hospital Dr,,,Tarboro,NC,27886,252641-7777,252641-7472,,,,
Vidant Healthplex, Wilson,3724 Raleigh Rd. Parkway West,,,Wilson,NC,27896,252246-8840,252246-8845,,,
Vidant Medical Center,2100 Stantonsburg Road,PO Box 6028,,Greenville,NC,27858,252847-5260,252847-7553,,,,
Vidant Multi Speciality Clinic - Kinston,701 Doctor's Dr., Suite N,,,Kinston,NC,28501,252559-22001356,252559-5662,,,
Vidant Roanoke Chowan Hospital,500 S Academy St,PO Box 1385,,Ahoskie,NC,27910,252209-3033,252209-3040,,,,
Vidant Womens Care,1204 Brown Street,,,Washington,NC,27889-4671,252975-4240,252948-4838,,,,
Viera Diagnostic Center,7000 Spyglass Court,Suite 260,,Viera,FL,32940,321254-7880,321254-7707,,,,
Viera Diagnostic Center,6609 North Wickham Road,Suite 101,,Melbourne,FL,32940,321254-7880,321254-7707,,,,
Ville Platte Medical Ctr LLC dba Mercy Regional Medical Ctr,800 E. Main St.,,,Ville Platte,LA,70586,337363-94853470,337360-9680,,,,
Vilma B Biaggi MD Breast Diagnostics,21355 East Dixie Highway Suite 117,,,Aventura,FL,33180,305932-0282,877635-1453,,,,
Virginia B. Clemmer, M.D.- Clinical Breast Imaging,2401 Pennsylvania Ave., Ste.115,The Devon,,Wilmington,DE,19806,302658-4800,302658-4844,,
Virginia Gay Hospital,502 North 9th Avenue,,,Vinton,IA,52349,319472-6288,319472-6484,,,,
Virginia Hospital Center,1625 N George Mason Dr.,,,Arlington,VA,22205,703558-8500,703558-2488,,,,
Virginia Mammography Center,2955 Ivy Rd Ste 102,,,Charlottesville,VA,22903,434243-4704,434924-5672,,,,
Virginia Mason Bainbridge Island Medical Center,1344 Wintergreen Lane NE,,,Bainbridge Island,WA,98110,206842-5632,206842-5992,,,,
Virginia Mason Bellevue Medical Center,11695 NE 4th St,,,Bellevue,WA,98004,206344-7922,425344-7970,,,,
Virginia Mason Edmonds Family Medicine,7315 212th St SW, Suite 101,,,Edmonds,WA,98026,206344-7922,425670-3554,,,
Virginia Mason Federal Way Clinic,33501 First Way South,,,Federal Way,WA,98003,253874-1620,253874-1761,,,,
Virginia Mason Issaquah Medical Center,100 N.E. Gilman Blvd.,,,Issaquah,WA,98027,425557-8013,425557-8051,,,,
Virginia Mason Kirkland,11800 NE 128th St, Ste 300,,,Kirkland,WA,98034,425814-5114,425814-5122,,,
Virginia Mason Lynnwood,19116 33rd Avenue West,,,Lynnwood,WA,98036-4706,425712-7900,425712-7905,,,,
Virginia Mason Medical Center,1100 9th Ave.,Mailstop XII-MAM,,Seattle,WA,98101,206625-7250,206223-6376,,,,
Virginia Mason University Village,2671 N.E. 46th Street,,,Seattle,WA,98105,206525-8000,206525-8070,,,,
Virginia Physicians - Westchester,15769 Westchester Main St.,Midlothian Family Practice,,Midlothian,VA,23113,804272-8806312,804272-2909,,,,
Virginia Physicians for Women,13801 St. Francis Boulevard Suite 150,,,Midlothian,VA,23114,804897-2100,804897-9074,,,,
Virginia Physicians for Women,1775 Lake Harley Drive,,,Prince George,VA,23875,804897-2100,804897-9074,,,,
Virginia Physicians For Women,1630 Wilkes Ridge Parkway Suite 200,,,Richmond,VA,23233,804897-21001789,804897-9074,,,,
Virginia Physicians for Women,1212 Koger Center Blvd,,,North Chesterfield,VA,23235,804897-21001789,804897-9074,,,,
Virginia Women's Center,7515 Right Flank Rd.,,,Mechanicsville,VA,23116,804545-6858,804559-2046,,,,
Virginia Women's Center,13801 St. Francis Blvd. Ste. 100,,,Midlothian,VA,23114,804545-6858,804545-9548,,,,
Virginia Women's Center,12129 Graham Meadows Road,,,Richmond,VA,23233,804545-6858,804559-2046,,,,
Virginia Womens Center,6600 West Broad St Suite 100,,,Richmond,VA,23230,804545-6858,804545-9345,,,,
Virtua Health and Wellness - Cherry Hill,1 Brace Rd.,,,Cherry Hill,NJ,8034,856325-4280,609444-0346,,,,
Virtua Health and Wellness- New Hanover,25 Wrightstown Cookstown Road,,,Wrightstown,NJ,8562,609835-29004240,609835-5431,,,,
Virtua Mt. Holly Hospital,175 Madison Avenue,,,Mount Holly,NJ,8060,609914-6006,609914-7355,,,,
Virtua Our Lady of Lourdes Hospital,1600 Haddon Ave,,,Camden,NJ,8103,856886-8877,856886-6403,,,,
Virtua Willingboro Hospital,218A Sunset Road,,,Willingboro,NJ,08046-1110,609835-3191,609835-3190,,,,
Visalia Womens Imaging Specialists,1700 S Court St Ste C,,,Visalia,CA,93277,559734-5674,559734-4283,,,,
Visconti Imaging and Vein Institute,1114 Charlevoix Ave,,,Petoskey,MI,49770,231439-9700,231439-9709,,,,
Vision Imaging of Kingston, LLC,517 Pierce St.,,,Kingston,PA,18704,570714-7226,570714-6288,,,
Vista Ambulatory Care CentTesting Dept of Vista Med Ctr East,1050 Red Oak Lane,,,Lindenhurst,IL,60046,847360-4004,847625-6140,,,,
Vista Imaging Ctr - Gurnee a Dept of Vista Medical Ctr E.,95 N Greenleaf,,,Gurnee,IL,60031,847360-4004,847625-6140,,,,
Vista Medical Center East Diagnostic Imaging,1324 N. Sheridan Rd.,Diagnostic Imaging,,Waukegan,IL,60085,847360-4004,847625-6140,,,,
Vista Women's Healthcare-WIC,700 Gervais Street Suite 300,,,Columbia,SC,29201,803254-32301188,803540-1192,,,,
Vital Imaging Diagnostic Centers LLC.,7101 SW 99th Ave., Ste. 106,,,Miami,FL,33173,305596-9992214,305596-0942,,,
Vital Imaging Diagnostic Centers LLC.,3333 Palm Ave,Suite 1,,Hialeah,FL,33012,305596-9992214,786527-3216,,,,
Vital Imaging Diagnostic Centers LLC.,610 Washington Ave,,,Homestead,FL,33030,305596-9992214,305847-2355,,,,
Vital Imaging Diagnostic Centers LLC.,3155 NW 82 Ave, Suite 201,,,Doral,FL,33122,305596-9992,305596-0942,,,
Vital Imaging Diagnostic Centers LLC.,3150 Coral Way,,,Miami,FL,33145,305596-9992214,786527-3216,,,,
VNA Health Care,400 N. Highland Ave.,,,Aurora,IL,60506,630978-25328540,630801-8933,,,,
Voyage Healthcare,15655 37th Ave N.,Suite 180,,Plymouth,MN,55446,763587-7932,763587-7988,,,,
VRC Holdings, LLC Escondido,255 N. Elm Street,Suite 102,,Escondido,CA,92025,760739-5400,760739-8440,,,
VRC Holdings, LLC RB/Poway,15725 Pomerado Rd., Ste. 101,,,Poway,CA,92064,858485-65002512,858485-6059,,
VRI Samaritan Women's Center,2581 Samaritan Dr. Ste. 206,,,San Jose,CA,95124,408358-688112888,408356-8785,,,,
W.K. Pierremont Health Center,8001 Youree Dr.,,,Shreveport,LA,71115,318212-3530,318212-3535,,,,
Wabash General Hospital,1418 College Drive,,,Mt. Carmel,IL,62863,618263-6362,618263-6462,,,,
Waccamaw Women's Imaging,4017 Hwy. 17 Bypass, Ste. 101,,,Murrells Inlet,SC,29576,843652-80128012,843652-0045,,,
Wadley Regional Medical Center at Hope,2001 South Main,Radiology Dept.,,Hope,AR,71801,870722-3980,870722-3989,,,,
Wagoner Community Hospital,1200 W Cherokee,,,Wagoner,OK,74467,918485-1344,918485-1520,,,,
Wahiawa General Hospital,128 Lehua Street,,,Wahiawa,HI,96786,808621-4177,808621-4106,,,,
WahZhaZhi Health Center,715 Grandview,,,Pawhuska,OK,74056,918287-9325,918287-6138,,,,
Waianae Coast Comprehensive Health Center,86-260 Farrington Highway,,,Waianae,HI,96792,808697-3235,808697-3454,,,,
Wake Forest Baptist Health Lexington Medical Center,250 Hospital Dr.,,,Lexington,NC,27293-1817,336249-15154251,336238-4817,,,,
Wake Forest Baptist Imaging,265 Executive Park Blvd.,,,Winston-Salem,NC,27103,336765-5722,336765-5723,,,,
Wake Forest Baptist Imaging Kernersville,861 Old Winston Road,Suite 105,,Kernersville,NC,27284,336765-5722,336765-5723,,,,
Wake Internal Medicine Consultants, Inc,3100 Blue Ridge Rd, suite 200,,,Raleigh,NC,27612-8002,919781-7500,919803-1742,,
Wake Med Cary Hospital,1900 Kildaire Farm Road,,,Cary,NC,27518,919350-7000,919350-8959,,,,
Wake Med Raleigh Medical Park,23 Sunnybrook Rd., Ste. 110,,,Raleigh,NC,27610,919350-7000,919350-9605,,,
Wake Radiology,3821 Merton Dr.,,,Raleigh,NC,27609,919232-4700,919571-9583,,,,
Wake Radiology,3150 Rogers Rd Suite 115,,,Wake Forest,NC,27587,919232-4700,919235-3940,,,,
Wake Radiology -  Holly Springs,781 Avent Ferry Rd,,,Holly Springs,NC,27540,919232-4700,919235-3952,,,,
Wake Radiology -  Wakefield,11200 Governor Manly Way,Ste 106,,Raleigh,NC,27614,919232-4700,919235-3952,,,,
Wake Radiology - Breast Care Center,3100 Duraleigh Rd., Ste. 204,,,Raleigh,NC,27612,919232-4700,919235-3952,,,
Wake Radiology - Fuquay,7636 Purfoy Rd Ste 200,,,Fuquay Varina,NC,27526,919346-5828,919577-9049,,,,
Wake Radiology - Knightdale,6602 Knightdale Blvd,,,Knightdale,NC,27545,919232-4700,919235-3952,,,,
Wake Radiology - Panther Creek,6715 McCrimmon Pkwy,Suite 101,,Cary,NC,27519,919232-4700,919232-2574,,,,
Wake Radiology Diagnostic Imaging,300 Ashville Ave Ste 260,,,Cary,NC,27518,919854-2187,919852-4071,,,,
Wake Radiology Diagnostic Imaging,300 Health Park Drive, Suite 100,,,Garner,NC,27529,919662-9500,919662-2244,,,
Wake Radiology Diagnostic Imaging,218 Venture Drive,,,Smithfield,NC,27577,919662-9500,919662-3854,,,,
Wake Radiology Diagnostic Imaging,110 South Estes Drive,,,Chapel Hill,NC,27514,919942-3196,919265-0008,,,,
WakeMed North Hospital,10000 Falls of Neuse Rd,Ste 101,,Raleigh,NC,27614,919350-7000,919350-1515,,,,
Walla Walla Clinic,55 West Tietan,,,Walla Walla,WA,99362,509525-3720,509522-1571,,,,
Wallowa Memorial Hospital,601 Medical Pkwy.,,,Enterprise,OR,97828,541426-5316,541426-1900,,,,
Walnut Hill Obstetrics & Gynecology Associates,8305 Walnut Hill Lane,Ste 220,,Dallas,TX,75231,214363-7801,214427-5122,,,,
Walter Reed National Military Med Ctr - Breast Imaging Ctr,4954 North Palmer Road,Bldg 19 America Bldg, 3rd Fl,,Bethesda,MD,20889-5600,301319-85021,301400-2350,,,
Wamego Hospital Association dba Wamego Health Center,711 Genn Drive,,,Wamego,KS,66547,785458-7270,785458-7342,,,,
War Memorial Hospital,1 Healthy Way,,,Berkeley Springs,WV,25411,304258-65082,304258-7423,,,,
Warm Springs Medical Center,5995 Spring St.,,,Warm Springs,GA,31830,706655-9204,706655-9217,,,,
Warner Hospital & Health Services,422 West White Street,,,Clinton,IL,61727,217937-52463246,217937-5292,,,,
Warren Clinic McAlester Division,1401 East Van Buren,,,McAlester,OK,74501,918421-8491491,918421-8741,,,,
Warren General Hospital,2 Crescent Park West,,,Warren,PA,16365,814723-26771712,814723-3062,,,,
Warren Memorial Hospital, Inc.,351 Valley Health Way,,,Front Royal,VA,22630,855724-3384,540636-0414,,,
